id,id
18408,18408
18409,18409
18410,18410
18411,18411
18412,18412
18413,18413
18414,18414
18415,18415
18416,18416
18417,18417
18418,18418
18419,18419
18420,18420
18421,18421
18422,18422
18423,18423
18424,18424
18425,18425
18426,18426
18427,18427
18428,18428
18429,18429
18430,18430
18431,18431
18432,18432
18433,18433
18434,18434
18435,18435
18436,18436
18437,18437
18438,18438
18439,18439
18440,18440
18441,18441
18442,18442
18443,18443
18444,18444
18445,18445
18446,18446
18447,18447
18448,18448
18449,18449
18450,18450
18451,18451
18452,18452
18453,18453
18454,18454
18455,18455
18456,18456
18457,18457
18458,18458
18459,18459
18460,18460
18461,18461
18462,18462
18463,18463
18464,18464
18465,18465
18466,18466
18467,18467
18468,18468
18469,18469
18470,18470
18471,18471
18472,18472
18473,18473
18474,18474
18475,18475
18476,18476
18477,18477
18478,18478
18479,18479
18480,18480
18481,18481
18482,18482
18483,18483
18484,18484
18485,18485
18486,18486
18487,18487
18488,18488
18489,18489
18490,18490
18491,18491
18492,18492
18493,18493
18494,18494
18495,18495
18496,18496
18497,18497
18498,18498
18499,18499
18500,18500
18501,18501
18502,18502
18503,18503
18504,18504
18505,18505
18506,18506
18507,18507
18508,18508
18509,18509
18510,18510
18511,18511
18512,18512
18513,18513
18514,18514
18515,18515
18516,18516
18517,18517
18518,18518
18519,18519
18520,18520
18521,18521
18522,18522
18523,18523
18524,18524
18525,18525
18526,18526
18527,18527
18528,18528
18529,18529
18530,18530
18531,18531
18532,18532
18533,18533
18534,18534
18535,18535
18536,18536
18537,18537
18538,18538
18539,18539
18540,18540
18541,18541
18542,18542
18543,18543
18544,18544
18545,18545
18546,18546
18547,18547
18548,18548
18549,18549
18550,18550
18551,18551
18552,18552
18553,18553
18554,18554
18555,18555
18556,18556
18557,18557
18558,18558
18559,18559
18560,18560
18561,18561
18562,18562
18563,18563
18564,18564
18565,18565
18566,18566
18567,18567
18568,18568
18569,18569
18570,18570
18571,18571
18572,18572
18573,18573
18574,18574
18575,18575
18576,18576
18577,18577
18578,18578
18579,18579
18580,18580
18581,18581
18582,18582
18583,18583
18584,18584
18585,18585
18586,18586
18587,18587
18588,18588
18589,18589
18590,18590
18591,18591
18592,18592
18593,18593
18594,18594
18595,18595
18596,18596
18597,18597
18598,18598
18599,18599
18600,18600
18601,18601
18602,18602
18603,18603
18604,18604
18605,18605
18606,18606
18607,18607
18608,18608
18609,18609
18610,18610
18611,18611
18612,18612
18613,18613
18614,18614
18615,18615
18616,18616
18617,18617
18618,18618
18619,18619
18620,18620
18621,18621
18622,18622
18623,18623
18624,18624
18625,18625
18626,18626
18627,18627
18628,18628
18629,18629
18630,18630
18631,18631
18632,18632
18633,18633
18634,18634
18635,18635
18636,18636
18637,18637
18638,18638
18639,18639
18640,18640
18641,18641
18642,18642
18643,18643
18644,18644
18645,18645
18646,18646
18647,18647
18648,18648
18649,18649
18650,18650
18651,18651
18652,18652
18653,18653
18654,18654
18655,18655
18656,18656
18657,18657
18658,18658
18659,18659
18660,18660
18661,18661
18662,18662
18663,18663
18664,18664
18665,18665
20325,20325
20326,20326
20327,20327
20328,20328
20329,20329
20330,20330
20331,20331
20332,20332
20333,20333
20334,20334
20335,20335
20336,20336
20337,20337
20338,20338
20339,20339
20340,20340
20341,20341
20342,20342
20343,20343
20344,20344
20345,20345
20346,20346
20347,20347
20348,20348
20349,20349
20350,20350
20351,20351
20352,20352
20353,20353
20354,20354
20355,20355
20356,20356
20357,20357
20358,20358
20359,20359
20360,20360
20361,20361
20362,20362
20363,20363
20364,20364
20365,20365
20366,20366
20367,20367
20368,20368
20369,20369
20370,20370
20371,20371
20372,20372
20373,20373
20374,20374
20375,20375
20376,20376
20377,20377
20378,20378
20379,20379
20380,20380
20381,20381
20382,20382
20383,20383
20384,20384
20385,20385
20386,20386
20387,20387
20388,20388
20389,20389
20390,20390
20391,20391
20392,20392
20393,20393
20394,20394
20395,20395
20396,20396
20397,20397
20398,20398
20399,20399
20400,20400
20401,20401
20402,20402
20403,20403
20404,20404
20405,20405
20406,20406
20407,20407
20408,20408
20409,20409
20410,20410
20411,20411
20412,20412
20413,20413
20414,20414
20415,20415
20416,20416
20417,20417
20418,20418
20419,20419
20420,20420
20421,20421
20422,20422
20423,20423
20424,20424
20425,20425
20426,20426
20427,20427
20428,20428
20429,20429
20430,20430
20431,20431
20432,20432
20433,20433
20434,20434
20435,20435
20436,20436
20437,20437
20438,20438
20439,20439
20440,20440
20441,20441
20442,20442
20443,20443
20444,20444
20445,20445
20446,20446
20447,20447
20448,20448
20449,20449
20450,20450
20451,20451
20452,20452
20453,20453
20454,20454
20455,20455
20456,20456
20457,20457
20458,20458
20459,20459
20460,20460
20461,20461
20462,20462
20463,20463
20464,20464
20465,20465
20466,20466
20467,20467
20468,20468
20469,20469
20470,20470
20471,20471
20472,20472
20473,20473
20474,20474
20475,20475
20476,20476
20477,20477
20478,20478
20479,20479
20480,20480
20481,20481
20482,20482
20483,20483
20484,20484
20485,20485
20486,20486
20487,20487
20488,20488
20489,20489
20490,20490
20491,20491
20492,20492
20493,20493
20494,20494
20495,20495
20496,20496
20497,20497
20498,20498
20499,20499
20500,20500
20501,20501
20502,20502
20503,20503
20504,20504
20505,20505
20506,20506
20507,20507
20508,20508
20509,20509
20510,20510
20511,20511
20512,20512
20513,20513
20514,20514
20515,20515
20516,20516
20517,20517
20518,20518
20519,20519
20520,20520
20521,20521
20522,20522
20523,20523
20524,20524
20525,20525
20526,20526
20527,20527
20528,20528
20529,20529
20530,20530
20531,20531
20532,20532
20533,20533
20534,20534
20535,20535
20536,20536
20537,20537
20538,20538
20539,20539
20540,20540
20541,20541
20542,20542
20543,20543
20544,20544
20545,20545
20546,20546
20547,20547
20548,20548
20549,20549
20550,20550
20551,20551
20552,20552
20553,20553
20554,20554
20555,20555
20556,20556
20557,20557
20558,20558
20559,20559
20560,20560
20561,20561
20562,20562
20563,20563
20564,20564
20565,20565
20566,20566
20567,20567
20568,20568
20569,20569
20570,20570
20571,20571
20572,20572
20573,20573
20574,20574
20575,20575
20576,20576
20577,20577
20578,20578
20579,20579
20580,20580
20581,20581
20582,20582
20583,20583
20584,20584
20585,20585
20586,20586
20587,20587
20588,20588
20589,20589
20590,20590
20591,20591
20592,20592
20593,20593
20594,20594
20595,20595
20596,20596
20597,20597
20598,20598
20599,20599
20600,20600
20601,20601
20602,20602
20603,20603
20604,20604
20605,20605
20606,20606
20607,20607
20608,20608
20609,20609
20610,20610
20611,20611
20612,20612
20613,20613
20614,20614
20615,20615
20616,20616
20617,20617
20618,20618
20619,20619
20620,20620
20621,20621
20622,20622
20623,20623
20624,20624
736,736
737,737
738,738
739,739
740,740
741,741
742,742
743,743
744,744
745,745
746,746
747,747
748,748
749,749
750,750
751,751
752,752
753,753
754,754
755,755
756,756
757,757
758,758
759,759
760,760
761,761
762,762
763,763
764,764
765,765
766,766
767,767
768,768
769,769
770,770
771,771
772,772
773,773
774,774
775,775
776,776
777,777
778,778
779,779
780,780
781,781
782,782
783,783
784,784
785,785
786,786
787,787
788,788
789,789
790,790
791,791
792,792
793,793
794,794
795,795
796,796
797,797
798,798
799,799
800,800
801,801
802,802
803,803
804,804
805,805
806,806
807,807
808,808
809,809
810,810
811,811
812,812
813,813
814,814
815,815
816,816
817,817
818,818
819,819
820,820
821,821
822,822
823,823
824,824
825,825
826,826
827,827
828,828
829,829
830,830
831,831
832,832
833,833
834,834
835,835
836,836
837,837
838,838
839,839
840,840
841,841
842,842
843,843
844,844
845,845
846,846
847,847
848,848
849,849
850,850
851,851
852,852
853,853
854,854
855,855
856,856
857,857
858,858
859,859
860,860
861,861
862,862
863,863
864,864
865,865
866,866
867,867
868,868
869,869
870,870
871,871
872,872
873,873
874,874
875,875
876,876
877,877
878,878
879,879
880,880
881,881
882,882
883,883
884,884
885,885
886,886
887,887
888,888
889,889
890,890
891,891
892,892
893,893
894,894
895,895
896,896
897,897
898,898
899,899
900,900
901,901
902,902
903,903
904,904
905,905
906,906
907,907
908,908
909,909
910,910
911,911
912,912
913,913
914,914
915,915
916,916
917,917
918,918
919,919
920,920
921,921
922,922
923,923
924,924
925,925
926,926
927,927
928,928
929,929
930,930
931,931
932,932
933,933
934,934
935,935
936,936
937,937
938,938
939,939
940,940
941,941
942,942
943,943
944,944
945,945
946,946
947,947
948,948
949,949
950,950
951,951
952,952
953,953
954,954
955,955
956,956
957,957
958,958
959,959
960,960
961,961
962,962
963,963
964,964
965,965
966,966
967,967
968,968
969,969
970,970
971,971
972,972
973,973
974,974
975,975
976,976
977,977
978,978
979,979
980,980
981,981
982,982
983,983
984,984
985,985
986,986
987,987
988,988
989,989
990,990
991,991
992,992
993,993
994,994
995,995
996,996
997,997
998,998
999,999
1000,1000
1001,1001
1002,1002
1003,1003
1004,1004
1005,1005
1006,1006
1007,1007
1008,1008
1009,1009
1010,1010
1011,1011
1012,1012
1013,1013
1014,1014
1015,1015
1016,1016
1017,1017
1018,1018
1019,1019
1020,1020
1021,1021
1022,1022
1023,1023
1024,1024
1025,1025
1026,1026
1027,1027
1028,1028
1029,1029
1030,1030
1031,1031
1032,1032
1033,1033
1034,1034
1035,1035
2695,2695
2696,2696
2697,2697
2698,2698
2699,2699
2700,2700
2701,2701
2702,2702
2703,2703
2704,2704
2705,2705
2706,2706
2707,2707
2708,2708
2709,2709
2710,2710
2711,2711
2712,2712
2713,2713
2714,2714
2715,2715
2716,2716
2717,2717
2718,2718
2719,2719
2720,2720
2721,2721
2722,2722
2723,2723
2724,2724
2725,2725
2726,2726
2727,2727
2728,2728
2729,2729
2730,2730
2731,2731
2732,2732
2733,2733
2734,2734
2735,2735
2736,2736
2737,2737
2738,2738
2739,2739
2740,2740
2741,2741
2742,2742
2743,2743
2744,2744
2745,2745
2746,2746
2747,2747
2748,2748
2749,2749
2750,2750
2751,2751
2752,2752
2753,2753
2754,2754
2755,2755
2756,2756
2757,2757
2758,2758
2759,2759
2760,2760
2761,2761
2762,2762
2763,2763
2764,2764
2765,2765
2766,2766
2767,2767
2768,2768
2769,2769
2770,2770
2771,2771
2772,2772
2773,2773
2774,2774
2775,2775
2776,2776
2777,2777
2778,2778
2779,2779
2780,2780
2781,2781
2782,2782
2783,2783
2784,2784
2785,2785
2786,2786
2787,2787
2788,2788
2789,2789
2790,2790
2791,2791
2792,2792
2793,2793
2794,2794
2795,2795
2796,2796
2797,2797
2798,2798
2799,2799
2800,2800
2801,2801
2802,2802
2803,2803
2804,2804
2805,2805
2806,2806
2807,2807
2808,2808
2809,2809
2810,2810
2811,2811
2812,2812
2813,2813
2814,2814
2815,2815
2816,2816
2817,2817
2818,2818
2819,2819
2820,2820
2821,2821
2822,2822
2823,2823
2824,2824
2825,2825
2826,2826
2827,2827
2828,2828
2829,2829
2830,2830
2831,2831
2832,2832
2833,2833
2834,2834
2835,2835
2836,2836
2837,2837
2838,2838
2839,2839
2840,2840
2841,2841
2842,2842
2843,2843
2844,2844
2845,2845
2846,2846
2847,2847
2848,2848
2849,2849
2850,2850
2851,2851
2852,2852
2853,2853
2854,2854
2855,2855
2856,2856
2857,2857
2858,2858
2859,2859
2860,2860
2861,2861
2862,2862
2863,2863
2864,2864
2865,2865
2866,2866
2867,2867
2868,2868
2869,2869
2870,2870
2871,2871
2872,2872
2873,2873
2874,2874
2875,2875
2876,2876
2877,2877
2878,2878
2879,2879
2880,2880
2881,2881
2882,2882
2883,2883
2884,2884
2885,2885
2886,2886
2887,2887
2888,2888
2889,2889
2890,2890
2891,2891
2892,2892
2893,2893
2894,2894
2895,2895
2896,2896
2897,2897
2898,2898
2899,2899
2900,2900
2901,2901
2902,2902
2903,2903
2904,2904
2905,2905
2906,2906
2907,2907
2908,2908
2909,2909
2910,2910
2911,2911
2912,2912
2913,2913
2914,2914
2915,2915
2916,2916
2917,2917
2918,2918
2919,2919
2920,2920
2921,2921
2922,2922
2923,2923
2924,2924
2925,2925
2926,2926
2927,2927
2928,2928
2929,2929
2930,2930
2931,2931
2932,2932
2933,2933
2934,2934
2935,2935
2936,2936
2937,2937
2938,2938
2939,2939
2940,2940
2941,2941
2942,2942
2943,2943
2944,2944
2945,2945
2946,2946
2947,2947
2948,2948
2949,2949
2950,2950
2951,2951
2952,2952
2953,2953
2954,2954
2955,2955
2956,2956
2957,2957
2958,2958
2959,2959
2960,2960
2961,2961
2962,2962
2963,2963
2964,2964
2965,2965
2966,2966
2967,2967
2968,2968
2969,2969
2970,2970
2971,2971
2972,2972
2973,2973
2974,2974
2975,2975
2976,2976
2977,2977
2978,2978
2979,2979
2980,2980
2981,2981
2982,2982
2983,2983
2984,2984
2985,2985
2986,2986
2987,2987
2988,2988
2989,2989
2990,2990
2991,2991
2992,2992
2993,2993
2994,2994
8571,8571
8572,8572
8573,8573
8574,8574
8575,8575
8576,8576
8577,8577
8578,8578
8579,8579
8580,8580
8581,8581
8582,8582
8583,8583
8584,8584
8585,8585
8586,8586
8587,8587
8588,8588
8589,8589
8590,8590
8591,8591
8592,8592
8593,8593
8594,8594
8595,8595
8596,8596
8597,8597
8598,8598
8599,8599
8600,8600
8601,8601
8602,8602
8603,8603
8604,8604
8605,8605
8606,8606
8607,8607
8608,8608
8609,8609
8610,8610
8611,8611
8612,8612
8613,8613
8614,8614
8615,8615
8616,8616
8617,8617
8618,8618
8619,8619
8620,8620
8621,8621
8622,8622
8623,8623
8624,8624
8625,8625
8626,8626
8627,8627
8628,8628
8629,8629
8630,8630
8631,8631
8632,8632
8633,8633
8634,8634
8635,8635
8636,8636
8637,8637
8638,8638
8639,8639
8640,8640
8641,8641
8642,8642
8643,8643
8644,8644
8645,8645
8646,8646
8647,8647
8648,8648
8649,8649
8650,8650
8651,8651
8652,8652
8653,8653
8654,8654
8655,8655
8656,8656
8657,8657
8658,8658
8659,8659
8660,8660
8661,8661
8662,8662
8663,8663
8664,8664
8665,8665
8666,8666
8667,8667
8668,8668
8669,8669
8670,8670
8671,8671
8672,8672
8673,8673
8674,8674
8675,8675
8676,8676
8677,8677
8678,8678
8679,8679
8680,8680
8681,8681
8682,8682
8683,8683
8684,8684
8685,8685
8686,8686
8687,8687
8688,8688
8689,8689
8690,8690
8691,8691
8692,8692
8693,8693
8694,8694
8695,8695
8696,8696
8697,8697
8698,8698
8699,8699
8700,8700
8701,8701
8702,8702
8703,8703
8704,8704
8705,8705
8706,8706
8707,8707
8708,8708
8709,8709
8710,8710
8711,8711
8712,8712
8713,8713
8714,8714
8715,8715
8716,8716
8717,8717
8718,8718
8719,8719
8720,8720
8721,8721
8722,8722
8723,8723
8724,8724
8725,8725
8726,8726
8727,8727
8728,8728
8729,8729
8730,8730
8731,8731
8732,8732
8733,8733
8734,8734
8735,8735
8736,8736
8737,8737
8738,8738
8739,8739
8740,8740
8741,8741
8742,8742
8743,8743
8744,8744
8745,8745
8746,8746
8747,8747
8748,8748
8749,8749
8750,8750
8751,8751
8752,8752
8753,8753
8754,8754
8755,8755
8756,8756
8757,8757
8758,8758
8759,8759
8760,8760
8761,8761
8762,8762
8763,8763
8764,8764
8765,8765
8766,8766
8767,8767
8768,8768
8769,8769
8770,8770
8771,8771
8772,8772
8773,8773
8774,8774
8775,8775
8776,8776
8777,8777
8778,8778
8779,8779
8780,8780
8781,8781
8782,8782
8783,8783
8784,8784
8785,8785
8786,8786
8787,8787
8788,8788
8789,8789
8790,8790
8791,8791
8792,8792
8793,8793
8794,8794
8795,8795
8796,8796
8797,8797
8798,8798
8799,8799
8800,8800
8801,8801
8802,8802
8803,8803
8804,8804
8805,8805
8806,8806
8807,8807
8808,8808
8809,8809
8810,8810
8811,8811
8812,8812
8813,8813
8814,8814
8815,8815
8816,8816
8817,8817
8818,8818
8819,8819
8820,8820
8821,8821
8822,8822
8823,8823
8824,8824
8825,8825
8826,8826
8827,8827
8828,8828
8829,8829
8830,8830
8831,8831
8832,8832
8833,8833
8834,8834
8835,8835
8836,8836
8837,8837
8838,8838
8839,8839
8840,8840
8841,8841
8842,8842
8843,8843
8844,8844
8845,8845
8846,8846
8847,8847
8848,8848
8849,8849
8850,8850
8851,8851
8852,8852
8853,8853
8854,8854
8855,8855
8856,8856
8857,8857
8858,8858
8859,8859
8860,8860
8861,8861
8862,8862
8863,8863
8864,8864
8865,8865
8866,8866
8867,8867
8868,8868
8869,8869
8870,8870
10530,10530
10531,10531
10532,10532
10533,10533
10534,10534
10535,10535
10536,10536
10537,10537
10538,10538
10539,10539
10540,10540
10541,10541
10542,10542
10543,10543
10544,10544
10545,10545
10546,10546
10547,10547
10548,10548
10549,10549
10550,10550
10551,10551
10552,10552
10553,10553
10554,10554
10555,10555
10556,10556
10557,10557
10558,10558
10559,10559
10560,10560
10561,10561
10562,10562
10563,10563
10564,10564
10565,10565
10566,10566
10567,10567
10568,10568
10569,10569
10570,10570
10571,10571
10572,10572
10573,10573
10574,10574
10575,10575
10576,10576
10577,10577
10578,10578
10579,10579
10580,10580
10581,10581
10582,10582
10583,10583
10584,10584
10585,10585
10586,10586
10587,10587
10588,10588
10589,10589
10590,10590
10591,10591
10592,10592
10593,10593
10594,10594
10595,10595
10596,10596
10597,10597
10598,10598
10599,10599
10600,10600
10601,10601
10602,10602
10603,10603
10604,10604
10605,10605
10606,10606
10607,10607
10608,10608
10609,10609
10610,10610
10611,10611
10612,10612
10613,10613
10614,10614
10615,10615
10616,10616
10617,10617
10618,10618
10619,10619
10620,10620
10621,10621
10622,10622
10623,10623
10624,10624
10625,10625
10626,10626
10627,10627
10628,10628
10629,10629
10630,10630
10631,10631
10632,10632
10633,10633
10634,10634
10635,10635
10636,10636
10637,10637
10638,10638
10639,10639
10640,10640
10641,10641
10642,10642
10643,10643
10644,10644
10645,10645
10646,10646
10647,10647
10648,10648
10649,10649
10650,10650
10651,10651
10652,10652
10653,10653
10654,10654
10655,10655
10656,10656
10657,10657
10658,10658
10659,10659
10660,10660
10661,10661
10662,10662
10663,10663
10664,10664
10665,10665
10666,10666
10667,10667
10668,10668
10669,10669
10670,10670
10671,10671
10672,10672
10673,10673
10674,10674
10675,10675
10676,10676
10677,10677
10678,10678
10679,10679
10680,10680
10681,10681
10682,10682
10683,10683
10684,10684
10685,10685
10686,10686
10687,10687
10688,10688
10689,10689
10690,10690
10691,10691
10692,10692
10693,10693
10694,10694
10695,10695
10696,10696
10697,10697
10698,10698
10699,10699
10700,10700
10701,10701
10702,10702
10703,10703
10704,10704
10705,10705
10706,10706
10707,10707
10708,10708
10709,10709
10710,10710
10711,10711
10712,10712
10713,10713
10714,10714
10715,10715
10716,10716
10717,10717
10718,10718
10719,10719
10720,10720
10721,10721
10722,10722
10723,10723
10724,10724
10725,10725
10726,10726
10727,10727
10728,10728
10729,10729
10730,10730
10731,10731
10732,10732
10733,10733
10734,10734
10735,10735
10736,10736
10737,10737
10738,10738
10739,10739
10740,10740
10741,10741
10742,10742
10743,10743
10744,10744
10745,10745
10746,10746
10747,10747
10748,10748
10749,10749
10750,10750
10751,10751
10752,10752
10753,10753
10754,10754
10755,10755
10756,10756
10757,10757
10758,10758
10759,10759
10760,10760
10761,10761
10762,10762
10763,10763
10764,10764
10765,10765
10766,10766
10767,10767
10768,10768
10769,10769
10770,10770
10771,10771
10772,10772
10773,10773
10774,10774
10775,10775
10776,10776
10777,10777
10778,10778
10779,10779
10780,10780
10781,10781
10782,10782
10783,10783
10784,10784
10785,10785
10786,10786
10787,10787
10788,10788
10789,10789
10790,10790
10791,10791
10792,10792
10793,10793
10794,10794
10795,10795
10796,10796
10797,10797
10798,10798
10799,10799
10800,10800
10801,10801
10802,10802
10803,10803
10804,10804
10805,10805
10806,10806
10807,10807
10808,10808
10809,10809
10810,10810
10811,10811
10812,10812
10813,10813
10814,10814
10815,10815
10816,10816
10817,10817
10818,10818
10819,10819
10820,10820
10821,10821
10822,10822
10823,10823
10824,10824
10825,10825
10826,10826
10827,10827
10828,10828
10829,10829
12489,12489
12490,12490
12491,12491
12492,12492
12493,12493
12494,12494
12495,12495
12496,12496
12497,12497
12498,12498
12499,12499
12500,12500
12501,12501
12502,12502
12503,12503
12504,12504
12505,12505
12506,12506
12507,12507
12508,12508
12509,12509
12510,12510
12511,12511
12512,12512
12513,12513
12514,12514
12515,12515
12516,12516
12517,12517
12518,12518
12519,12519
12520,12520
12521,12521
12522,12522
12523,12523
12524,12524
12525,12525
12526,12526
12527,12527
12528,12528
12529,12529
12530,12530
12531,12531
12532,12532
12533,12533
12534,12534
12535,12535
12536,12536
12537,12537
12538,12538
12539,12539
12540,12540
12541,12541
12542,12542
12543,12543
12544,12544
12545,12545
12546,12546
12547,12547
12548,12548
12549,12549
12550,12550
12551,12551
12552,12552
12553,12553
12554,12554
12555,12555
12556,12556
12557,12557
12558,12558
12559,12559
12560,12560
12561,12561
12562,12562
12563,12563
12564,12564
12565,12565
12566,12566
12567,12567
12568,12568
12569,12569
12570,12570
12571,12571
12572,12572
12573,12573
12574,12574
12575,12575
12576,12576
12577,12577
12578,12578
12579,12579
12580,12580
12581,12581
12582,12582
12583,12583
12584,12584
12585,12585
12586,12586
12587,12587
12588,12588
12589,12589
12590,12590
12591,12591
12592,12592
12593,12593
12594,12594
12595,12595
12596,12596
12597,12597
12598,12598
12599,12599
12600,12600
12601,12601
12602,12602
12603,12603
12604,12604
12605,12605
12606,12606
12607,12607
12608,12608
12609,12609
12610,12610
12611,12611
12612,12612
12613,12613
12614,12614
12615,12615
12616,12616
12617,12617
12618,12618
12619,12619
12620,12620
12621,12621
12622,12622
12623,12623
12624,12624
12625,12625
12626,12626
12627,12627
12628,12628
12629,12629
12630,12630
12631,12631
12632,12632
12633,12633
12634,12634
12635,12635
12636,12636
12637,12637
12638,12638
12639,12639
12640,12640
12641,12641
12642,12642
12643,12643
12644,12644
12645,12645
12646,12646
12647,12647
12648,12648
12649,12649
12650,12650
12651,12651
12652,12652
12653,12653
12654,12654
12655,12655
12656,12656
12657,12657
12658,12658
12659,12659
12660,12660
12661,12661
12662,12662
12663,12663
12664,12664
12665,12665
12666,12666
12667,12667
12668,12668
12669,12669
12670,12670
12671,12671
12672,12672
12673,12673
12674,12674
12675,12675
12676,12676
12677,12677
12678,12678
12679,12679
12680,12680
12681,12681
12682,12682
12683,12683
12684,12684
12685,12685
12686,12686
12687,12687
12688,12688
12689,12689
12690,12690
12691,12691
12692,12692
12693,12693
12694,12694
12695,12695
12696,12696
12697,12697
12698,12698
12699,12699
12700,12700
12701,12701
12702,12702
12703,12703
12704,12704
12705,12705
12706,12706
12707,12707
12708,12708
12709,12709
12710,12710
12711,12711
12712,12712
12713,12713
12714,12714
12715,12715
12716,12716
12717,12717
12718,12718
12719,12719
12720,12720
12721,12721
12722,12722
12723,12723
12724,12724
12725,12725
12726,12726
12727,12727
12728,12728
12729,12729
12730,12730
12731,12731
12732,12732
12733,12733
12734,12734
12735,12735
12736,12736
12737,12737
12738,12738
12739,12739
12740,12740
12741,12741
12742,12742
12743,12743
12744,12744
12745,12745
12746,12746
12747,12747
12748,12748
12749,12749
12750,12750
12751,12751
12752,12752
12753,12753
12754,12754
12755,12755
12756,12756
12757,12757
12758,12758
12759,12759
12760,12760
12761,12761
12762,12762
12763,12763
12764,12764
12765,12765
12766,12766
12767,12767
12768,12768
12769,12769
12770,12770
12771,12771
12772,12772
12773,12773
12774,12774
12775,12775
12776,12776
12777,12777
12778,12778
12779,12779
12780,12780
12781,12781
12782,12782
12783,12783
12784,12784
12785,12785
12786,12786
12787,12787
12788,12788
14448,14448
14449,14449
14450,14450
14451,14451
14452,14452
14453,14453
14454,14454
14455,14455
14456,14456
14457,14457
14458,14458
14459,14459
14460,14460
14461,14461
14462,14462
14463,14463
14464,14464
14465,14465
14466,14466
14467,14467
